baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ergosterol_001_001_UMI_1	73.0942684840725	-0.0131410978826674	0.00894316050019766	-1.46940199523166	0.141723786475071	0.566824512677227
ergosterol_001_001_UMI_4	40.2177948973577	0.00430559268297917	0.0106534081938128	0.40415166720822	0.686101193069189	0.913839605767388
ergosterol_001_002_UMI_1	86.8918900055373	-0.00368973873626404	0.00683708556725366	-0.539665431998703	0.589427783410081	0.879323847698758
ergosterol_001_002_UMI_2	109.172932803165	-0.00459874160626505	0.00549964973777345	-0.836188089339462	0.403049097918256	0.79471427289355
ergosterol_001_002_UMI_4	117.449363274843	0.00434279201892757	0.00653714226218116	0.664325762658036	0.506481835581164	0.842682924688604
ergosterol_001_002_UMI_6	68.5843590854819	0.00316269950771572	0.00726851315398316	0.435123310739632	0.663472924018393	0.907984893621652
ergosterol_001_002_UMI_13	64.575852971024	-0.00823417355868339	0.00725279384197276	-1.13531057659895	0.256245212254074	0.697647031615793
ergosterol_001_002_UMI_14	79.4367887862617	0.00872431448434724	0.00785128077577155	1.11119634280178	0.266483845107408	0.705811857751337
ergosterol_001_003_UMI_1	371.570802913956	0.00824071237057574	0.00480404856700818	1.71536824735055	0.0862777331634809	0.458328651244823
ergosterol_001_003_UMI_2	448.228560173952	-0.00179150021842095	0.00380858384206417	-0.470384870784411	0.638080071257805	0.898056843155346
ergosterol_001_003_UMI_4	440.861960645876	0.000117434050184618	0.00324023564694529	0.0362424412851974	0.971089044951266	0.992963431463501
ergosterol_001_003_UMI_6	419.342695479499	-0.00454075174294647	0.00403778613251465	-1.12456469806106	0.260773540071148	0.701975214582274
ergosterol_001_003_UMI_13	232.116416533148	-0.0010154982303767	0.0043901871830087	-0.23131091865672	0.817073264818489	0.954296683159179
ergosterol_001_003_UMI_14	294.786621145596	-0.00144842737701182	0.00433420565807985	-0.334185198229265	0.738239812670371	0.931616465517611
ergosterol_001_004_UMI_1	51.5711884755533	-0.0310550587248975	0.0099106542713285	-3.13350237781371	0.00172733518996805	0.0361404112385693
ergosterol_001_004_UMI_2	37.2376723181794	-0.00422474901100087	0.0106203308094674	-0.397798250054016	0.690778907306656	0.914889278534057
ergosterol_001_004_UMI_4	45.8146478304565	-0.00424055254469076	0.0111248463828144	-0.381178525866346	0.70307078232205	0.918797088967404
ergosterol_001_004_UMI_6	43.8433117060018	0.0019424059765771	0.00996431329536006	0.194936260934468	0.845442846573757	0.95879759985745
ergosterol_001_004_UMI_14	52.4180055232278	0.00257172344167337	0.00963724891887766	0.26685244547703	0.789582772234003	0.946988986234636
ergosterol_001_005_UMI_1	174.450661129127	-0.0158628906928111	0.00540840189015535	-2.93300886564764	0.00335694305976284	0.0608059352620857
ergosterol_001_005_UMI_2	174.289091939411	-0.0110722156214072	0.00573438400656081	-1.93084655801553	0.0535020307664613	0.361217271595444
ergosterol_001_005_UMI_4	272.113618707563	-0.0181530271799136	0.00681291443825051	-2.66450244523768	0.00771023058407851	0.111828746586583
ergosterol_001_005_UMI_6	262.276386003072	-0.00370683060093479	0.00600525433763931	-0.617264547431635	0.537060246949508	0.858428211511246
ergosterol_001_005_UMI_13	185.204977148731	0.00201603765200049	0.006820517143722	0.295584280417237	0.767547579897734	0.941776815731088
ergosterol_001_005_UMI_14	145.550045927109	-0.00826621267535377	0.00617074274764894	-1.33958147558545	0.180381449605303	0.619768933962797
