baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gxe_087_001_UMI_1	411.094299931456	0.000640719753533099	0.00338305477867754	0.189390889432645	0.849786464436328	0.933496283806051
gxe_087_001_UMI_2	355.069628172626	0.00049829201088387	0.00322419287337623	0.154547829628468	0.877177801603387	0.946627681733562
gxe_087_001_UMI_4	464.299183070685	-0.00390243169679226	0.00298271843934967	-1.30834732682416	0.190755529615561	0.435319623559341
gxe_087_001_UMI_6	410.935946276062	0.00364686999617646	0.00310714598805979	1.17370410344114	0.240513566076736	0.495667301713965
gxe_087_001_UMI_13	201.601597569562	-0.00282518110434731	0.00439054900504385	-0.64346875552505	0.519919982190746	0.741726496746301
gxe_087_001_UMI_14	189.722164300211	0.00442649793410563	0.00455293788287544	0.97222893173101	0.330936670385802	0.586392085056603
gxe_087_002_UMI_1	41.9122786838156	0.00946680382014642	0.00910509468399936	1.03972601589555	0.298467210171137	0.554330665466506
gxe_087_002_UMI_2	360.464542516992	-0.00228428276023915	0.00343337898342871	-0.665316229657226	0.505848252147155	0.730605198950831
gxe_087_002_UMI_4	50.8544341418625	-0.000225892972766901	0.00831418201249971	-0.0271695967717918	0.978324465011668	0.991347262524557
gxe_087_002_UMI_6	197.187564134385	-9.32979668827724e-05	0.00500226762916924	-0.0186511346051805	0.985119410401014	0.994484348123291
gxe_087_002_UMI_13	69.714902004406	0.00364034859477545	0.00733126910975236	0.496550943673983	0.619505754202582	0.806590298667042
gxe_087_002_UMI_14	92.2517631543884	0.0170031190788941	0.00660758162871028	2.57327416206478	0.0100741370007087	0.0727752283070556
gxe_087_003_UMI_1	407.868128073223	0.000664209811128889	0.00305457839518555	0.217447295566478	0.827859776295023	0.922280805368373
gxe_087_003_UMI_2	265.144619899317	-0.00108468116826007	0.00412885681336447	-0.262707383009536	0.792776125799975	0.905009047934231
gxe_087_003_UMI_4	285.368079405723	0.0112494467354458	0.00357293377122021	3.14851812425394	0.00164100546888535	0.0208409204213084
gxe_087_003_UMI_6	401.51627255488	0.0104377255403299	0.00313717461804025	3.32711015839157	0.000877516765866023	0.0132394742653338
gxe_087_003_UMI_13	132.818384096854	-0.00084269177020841	0.00499616208051772	-0.168667820744736	0.866057931410962	0.942138555096217
gxe_087_003_UMI_14	151.904258092608	0.011814103049836	0.00570568492055222	2.07058455108183	0.03839763711912	0.171048525469329
