baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ergosterol_001_001_UMI_1	59.3470377281207	0.00663077304104118	0.00673282599607951	0.984842478463315	0.324701451549109	0.827836094115806
ergosterol_001_002_UMI_1	56.9068779816178	0.0033677292872699	0.00673117908765981	0.500317885382653	0.616851262400863	0.933564061818801
ergosterol_001_002_UMI_2	92.3032074051586	-0.0114410387373264	0.00538690262796187	-2.12386217600059	0.0336816700248712	0.405538170576429
ergosterol_001_002_UMI_4	86.581697305355	-0.00238675285191849	0.00554416678958304	-0.430498024771363	0.666833403228687	0.944266675439098
ergosterol_001_002_UMI_6	51.6784711926766	-0.00368476274527208	0.00707519473162469	-0.520800187845282	0.602505972224357	0.930727134498802
ergosterol_001_002_UMI_13	55.0383757946595	-0.00610505987193277	0.00683127401658105	-0.893692722194191	0.371486320382146	0.854506188667782
ergosterol_001_002_UMI_14	55.1598400570307	0.000560284204512052	0.00712445955358444	0.0786423447698798	0.937317105562251	0.994382517599846
ergosterol_001_003_UMI_1	300.002092338075	0.00105035059340409	0.00310604010104096	0.338163886889958	0.735239688483156	0.959629577281741
ergosterol_001_003_UMI_2	378.830879613885	-0.00118208816993624	0.00261217782822631	-0.452529746314741	0.650887396872	0.941580574789695
ergosterol_001_003_UMI_4	350.019372515935	-0.00390567504056625	0.00293638682514254	-1.33009554705949	0.183486792510005	0.720239013395539
ergosterol_001_003_UMI_6	326.525238906429	-0.002211351438029	0.00299759801292369	-0.737707800877602	0.460692030682345	0.887309595238765
ergosterol_001_003_UMI_13	190.000751705701	0.00476365105032154	0.00376631174143304	1.2648052995499	0.205941131185198	0.742870403710745
ergosterol_001_003_UMI_14	246.715969212945	0.00459477299211868	0.00310911167445647	1.47784109199678	0.139450316741508	0.668654972118718
ergosterol_001_004_UMI_1	31.0482362733346	-0.0283618289824057	0.00995980011435605	-2.84763033964155	0.00440460536162185	0.12838180570437
ergosterol_001_004_UMI_2	27.9680234917791	0.00895359663040625	0.00954271535161893	0.938265084988338	0.348108198065446	0.842204958404531
ergosterol_001_004_UMI_4	35.6506619076282	-0.0118231134676819	0.0081564892700579	-1.44953460689074	0.147188343063235	0.680845878134769
ergosterol_001_004_UMI_6	40.7393868501602	0.000754067731593323	0.00854837393236378	0.0882118327485014	0.929708312807266	0.992664172029904
ergosterol_001_004_UMI_14	41.1077536385947	0.00510053126371207	0.00989778632054593	0.515320405849167	0.60632914181687	0.930727134498802
ergosterol_001_005_UMI_1	168.883211294189	0.0034993019429044	0.00408670352589077	0.856265183107862	0.391851114940325	0.864748229962724
ergosterol_001_005_UMI_2	182.850955417616	-0.00624517739614301	0.00368238502024984	-1.69595991777071	0.0898934710959147	0.58295979292635
ergosterol_001_005_UMI_4	299.613809902153	0.00320726988922022	0.00307275164370869	1.04377778001908	0.296588214212634	0.811344828919406
ergosterol_001_005_UMI_6	275.539339162438	0.00113670360462405	0.00291827317046375	0.389512406216383	0.696897135038471	0.950005468268784
ergosterol_001_005_UMI_13	194.443439227634	-0.00119259830058418	0.00353864409296763	-0.3370212627357	0.736100871471334	0.959800189633874
ergosterol_001_005_UMI_14	122.182821743156	0.00341067934976586	0.00430540355076505	0.792185752055647	0.428252375076321	0.878686985875328
ergosterol_001_006_UMI_1	33.6576265178866	-0.00380847626695278	0.0086510914622729	-0.440230725054914	0.6597700086234	0.943479505178845
ergosterol_001_006_UMI_2	33.7518044593483	-0.00926421742930322	0.00888618311550415	-1.04254181000834	0.297160551710475	0.811344828919406
ergosterol_001_006_UMI_4	31.2552041037887	-0.00097865156845937	0.00899294469777012	-0.108824373033455	0.913341791738658	0.98990194656998
ergosterol_001_006_UMI_6	32.3673107689401	0.0047105145753618	0.00909877285151977	0.517708778121107	0.60466147274287	0.930727134498802
ergosterol_001_006_UMI_14	36.5041540123093	-0.00291572637075797	0.0085559228640016	-0.340784555576776	0.733265778122624	0.959413921098613
ergosterol_001_007_UMI_1	46.6738514473639	5.70587325883908e-05	0.00736732707676862	0.00774483499834207	0.993820577505089	0.999258903783578
ergosterol_001_007_UMI_2	115.807272129509	0.0104597215567013	0.00476482706936045	2.19519437000371	0.0281496579645073	0.377641147701799
ergosterol_001_007_UMI_4	72.2427722143123	-0.00386451332211942	0.00590022197773195	-0.654977615537939	0.512482166193912	0.905623201933646
ergosterol_001_007_UMI_6	67.3489921253349	0.0127613631727862	0.00584322020416247	2.18396068039598	0.0289651374544481	0.380492806979168
ergosterol_001_007_UMI_13	47.7288046172905	0.00982048642576375	0.00828884718272771	1.18478314405744	0.236103198778381	0.766219590875119
ergosterol_001_007_UMI_14	37.0818627161806	0.00826330696886054	0.0088644676392472	0.932183105082923	0.351241905180356	0.842750839021792
ergosterol_001_008_UMI_1	558.913389537166	0.00138374530213445	0.00216144293106515	0.64019515956063	0.522045729292593	0.910180631906662
ergosterol_001_008_UMI_2	769.75546088297	-0.00111836333398466	0.00206537461937244	-0.54148207472622	0.588175349606655	0.928774144721828
ergosterol_001_008_UMI_4	849.613511876195	-0.00282995161965212	0.00170218246324831	-1.66254304738381	0.0964039395949011	0.589430572536088
ergosterol_001_008_UMI_6	752.251699872155	-0.00165874005114634	0.00176383593643977	-0.940416292058569	0.34700406853119	0.840973580519791
ergosterol_001_008_UMI_13	353.072717672447	-0.00359472557944532	0.00265504195437662	-1.35392420956652	0.175760558881559	0.712545127393684
ergosterol_001_008_UMI_14	414.558050794247	0.000678105984838117	0.00264800251186202	0.256082077641719	0.797887460646315	0.972441677444885
ergosterol_001_009_UMI_1	34.3588562524326	-0.0141806983417162	0.00871653896989293	-1.62687259136873	0.103764160243865	0.606117052039283
ergosterol_001_009_UMI_2	52.7956808908862	0.000537033201294591	0.0070563897492955	0.0761059437438539	0.939334811434434	0.995211137923283
ergosterol_001_009_UMI_4	51.1172042894573	0.00243605181942767	0.00744183313845507	0.327345665255456	0.743406457334394	0.961029219470055
ergosterol_001_009_UMI_6	34.8647632206811	-0.0060942513890483	0.00823140068826497	-0.740366265699654	0.459077782273147	0.886483358989935
ergosterol_001_009_UMI_13	34.4511339811909	0.009748916676085	0.00930855423609445	1.04730728626826	0.294957876645444	0.809822922395468
ergosterol_001_009_UMI_14	34.5083801958981	0.000802464666447378	0.0086945976874868	0.0922946288362806	0.926463955724747	0.991859822450895
ergosterol_001_010_UMI_1	800.431105551013	0.0366538124807037	0.0019068420103916	19.2222597787093	2.41040185589963e-82	8.01799711688877e-80
