baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gxe_084_001_UMI_1	27.0241423129673	0.000731474959300946	0.0147253170337715	0.0496746492875744	0.960381658450143	0.985088052844229
gxe_084_001_UMI_2	27.5663223336636	-0.0039657932843736	0.0138802569818831	-0.28571468738294	0.775096654528449	0.905251773756613
gxe_084_001_UMI_4	23.7486209864774	-0.0260778304986462	0.0134887170532052	-1.93330695541942	0.0531983954993254	0.284083568440217
gxe_084_001_UMI_13	23.0886656951116	-0.00339022297738382	0.0120275044430824	-0.281872519226855	0.77804126196049	0.907146418140534
gxe_084_001_UMI_14	31.9284758828538	-0.0325901038477362	0.0144901774247992	-2.24911696332716	0.0245050555783039	0.182240265770092
gxe_084_002_UMI_1	48.6515485311064	-0.0338161015395181	0.00846123932445895	-3.99658965345251	6.42615512130427e-05	0.00258319746217984
gxe_084_002_UMI_2	106.045760844386	0.0122285172579975	0.00751175865737007	1.62791668579496	0.103542552859267	0.3940446953097
gxe_084_002_UMI_4	156.516485257678	0.00625441109507421	0.00564801516336429	1.10736443054248	0.268136397939523	0.592196526875661
gxe_084_002_UMI_6	99.2476664909866	-0.00633154762228497	0.00839872928516689	-0.753869711393985	0.450927459457952	0.726392705175201
gxe_084_002_UMI_13	65.9102759709709	-0.00433297989135628	0.00884977878024581	-0.489614486299727	0.624406723628054	0.829464849303985
gxe_084_002_UMI_14	110.128243229699	0.00196481785591249	0.00690984589483173	0.28435045959304	0.776141820125569	0.905698114004011
gxe_084_003_UMI_1	167.800528842679	-0.0139668156727304	0.00772767650174835	-1.80737582241836	0.070703701076227	0.325751869857739
gxe_084_003_UMI_2	267.647785575659	-0.00183956188159278	0.00427335859599932	-0.430472154458313	0.666852218070907	0.851715023060872
gxe_084_003_UMI_4	301.608802249703	-0.00376883208921068	0.00678926394404736	-0.555116448597508	0.578815012695111	0.804579385537824
gxe_084_003_UMI_6	187.380797682983	-0.00603090093941395	0.00521687118035986	-1.15603792597346	0.247665644350503	0.575722134557599
gxe_084_003_UMI_13	134.811376684054	0.000133784115567703	0.00722415790602381	0.0185189910447761	0.985224827500248	0.994295041044304
gxe_084_003_UMI_14	150.894458919325	-0.0173156632731802	0.00712139087273607	-2.43150019183365	0.0150364403591973	0.13909507710559
gxe_084_004_UMI_2	23.6320218389101	0.0191923155432968	0.0157053465100616	1.22202432980395	0.221698426522928	0.547483382209142
gxe_084_006_UMI_2	25.9581211434484	-0.00824230289650365	0.0113212644242689	-0.728037309934654	0.466590747450092	0.73421631229182
gxe_084_006_UMI_4	73.3900619334785	0.00805977918536152	0.0080147233257375	1.00562163630519	0.314597611954324	0.628177330916303
gxe_084_006_UMI_6	44.6289337708945	-0.0167459803401437	0.0088915041579716	-1.88336866773326	0.0596504234390069	0.301485074553397
gxe_084_006_UMI_13	24.9166543408854	-0.00805467415100909	0.0112432722106492	-0.716399460948745	0.473744727696624	0.738613417318248
gxe_084_007_UMI_1	716.008429988585	0.00575355930046315	0.00617967379799134	0.931045794412855	0.351829876159699	0.658210220448617
gxe_084_007_UMI_2	691.938826584973	0.0141561292536195	0.0100947299714853	1.40232866987096	0.160817122884505	0.476128885440618
gxe_084_007_UMI_4	875.883792482708	0.009558183885143	0.00684560092918501	1.39625198489053	0.162638627233384	0.477954830515332
gxe_084_007_UMI_6	925.038538364997	0.00972104769075694	0.00835059255408731	1.16411471734408	0.244377525125317	0.571339311656211
gxe_084_007_UMI_13	381.572788246685	0.00864128286349975	0.00880126925013756	0.981822350607521	0.326187375076472	0.636741986932264
gxe_084_007_UMI_14	563.060681803694	0.00470312954165512	0.0074209713685777	0.633761984525284	0.526236166077158	0.771970983528382
gxe_084_008_UMI_1	216.483797713754	0.00440019007506585	0.00441379753750751	0.996917062387656	0.318804768966478	0.631536843420597
gxe_084_008_UMI_2	148.907364398113	0.000987497609409697	0.00854130575844464	0.115614361239015	0.907958180613269	0.964414222647979
gxe_084_008_UMI_4	274.595324249263	0.0111101480246596	0.00469941144447616	2.36415733245038	0.0180711362999687	0.154858113434446
gxe_084_008_UMI_6	328.42798391313	0.0028662472491645	0.00593046972770642	0.483308638399037	0.628876607361383	0.83182237673516
gxe_084_008_UMI_13	130.430553805115	-0.000333922314092865	0.00595985524717943	-0.0560285946963054	0.955319027660646	0.982991651445101
gxe_084_008_UMI_14	81.3655232180848	-0.0023533098259933	0.008001045620422	-0.294125285323543	0.7686621700954	0.901985616382478
gxe_084_009_UMI_1	6150.14321637084	-0.00585116833253237	0.00584708860055906	-1.00069773732741	0.316972961650021	0.630367040303078
